Img Name,X_0,Y_0,X_1,Y_1,Confidence,Bbox
img_1-266.jpg,60.798454,3.9425006,75.263535,43.097435,0.9138366,"[60.79845428466797, 3.942500591278076, 75.26353454589844, 43.097434997558594, 0.9138365983963013]"
img_176-361.jpg,176.22865,148.17567,225.08351,255.0,0.99595684,"[176.22865295410156, 148.17567443847656, 225.08351135253906, 255.0, 0.9959568381309509]"
img_2-267.jpg,134.43633,21.226913,154.18051,73.921585,0.9947561,"[134.4363250732422, 21.226913452148438, 154.18051147460938, 73.92158508300781, 0.9947561025619507]"
img_2-271.jpg,5.4155254,146.20851,32.648422,233.1885,0.99556607,"[5.415525436401367, 146.20851135253906, 32.64842224121094, 233.18850708007812, 0.9955660700798035]"
img_23-269.jpg,71.90346,131.91516,86.0126,166.63191,0.991043,"[71.90345764160156, 131.9151611328125, 86.01260375976562, 166.6319122314453, 0.991042971611023]"
img_23-269.jpg,151.31345,113.03441,164.05904,146.51456,0.9866688,"[151.31344604492188, 113.03440856933594, 164.0590362548828, 146.51455688476562, 0.9866688251495361]"
img_23-269.jpg,187.13016,173.92528,200.38629,209.78232,0.95716405,"[187.13015747070312, 173.92527770996094, 200.38629150390625, 209.78231811523438, 0.9571640491485596]"
img_23-269.jpg,138.33217,0.0,147.6163,20.826471,0.90456057,"[138.33216857910156, 0.0, 147.61630249023438, 20.82647132873535, 0.9045605659484863]"
img_237-156.jpg,62.620647,92.418785,105.692345,174.48193,0.99602664,"[62.62064743041992, 92.41878509521484, 105.69234466552734, 174.48193359375, 0.9960266351699829]"
img_237-156.jpg,17.763311,4.0455995,56.012302,79.41263,0.9920387,"[17.7633113861084, 4.045599460601807, 56.01230239868164, 79.41262817382812, 0.9920387268066406]"
img_237-156.jpg,35.3782,134.15033,45.391,161.6371,0.7977351,"[35.37820053100586, 134.15032958984375, 45.39099884033203, 161.63710021972656, 0.7977350950241089]"
img_251-179.jpg,222.95345,53.061817,246.126,109.18781,0.9870155,"[222.9534454345703, 53.06181716918945, 246.12600708007812, 109.18781280517578, 0.9870154857635498]"
img_282-15.jpg,32.996437,52.679462,75.1385,136.32942,0.99505556,"[32.996437072753906, 52.67946243286133, 75.13849639892578, 136.3294219970703, 0.9950555562973022]"
img_282-15.jpg,13.509589,92.634186,53.72302,166.4718,0.9942129,"[13.509589195251465, 92.63418579101562, 53.723018646240234, 166.4718017578125, 0.9942129254341125]"
img_282-15.jpg,227.84358,144.96906,245.74802,184.54938,0.9825431,"[227.8435821533203, 144.96905517578125, 245.74801635742188, 184.54937744140625, 0.9825431108474731]"
img_282-15.jpg,176.99521,180.2506,210.68037,252.14253,0.98200065,"[176.99520874023438, 180.25059509277344, 210.6803741455078, 252.1425323486328, 0.9820006489753723]"
img_282-15.jpg,230.24545,91.76426,249.66707,128.57935,0.97162116,"[230.24545288085938, 91.7642593383789, 249.6670684814453, 128.579345703125, 0.9716211557388306]"
img_282-15.jpg,246.59853,90.886955,255.0,108.3169,0.76125944,"[246.59852600097656, 90.88695526123047, 255.0, 108.31690216064453, 0.7612594366073608]"
img_502-348.jpg,128.83269,0.0,136.05579,55.29901,0.98068374,"[128.8326873779297, 0.0, 136.0557861328125, 55.29901123046875, 0.9806837439537048]"
img_502-348.jpg,149.99757,0.0,157.78107,47.653183,0.97840905,"[149.99757385253906, 0.0, 157.78106689453125, 47.65318298339844, 0.9784090518951416]"
img_502-348.jpg,226.70914,2.6748984,232.23755,53.36908,0.9756826,"[226.70913696289062, 2.674898386001587, 232.237548828125, 53.36907958984375, 0.9756826162338257]"
img_502-348.jpg,131.99788,75.7881,152.04413,166.14687,0.9478293,"[131.9978790283203, 75.78810119628906, 152.04412841796875, 166.14686584472656, 0.9478293061256409]"
img_7-267.jpg,65.35618,32.591915,82.07859,71.831474,0.83763695,"[65.3561782836914, 32.591915130615234, 82.0785903930664, 71.83147430419922, 0.8376369476318359]"
